id,created_at,subject,from,to,cc,bcc,reply_to,last_event,sent_at,scheduled_at,api_key_id,oauth_grant_id
d51d362e-cd85-442a-ac9e-c16c87ec412e,2026-08-05 10:09:02.557832+00,We already built GPT Image 2's ToolIndex page,noreply@strategicflow.tech,support@image2maker.com,,,strategicflow@proton.me,delivered,2026-08-05 10:09:02.861+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
7d93e233-01e3-4652-b120-b40cf89e9cbf,2026-08-05 10:09:03.698991+00,We already built TalkToSoul's ToolIndex page,noreply@strategicflow.tech,support@talktosoul.com,,,strategicflow@proton.me,delivered,2026-08-05 10:09:04.027+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
0c88dcaa-97e3-46ab-8487-7458f1eec78d,2026-08-05 10:09:04.631085+00,We already built Nano Banana 2 pro's ToolIndex page,noreply@strategicflow.tech,hello@nano2.net,,,strategicflow@proton.me,delivered,2026-08-05 10:09:04.944+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
9966fc9e-9a76-4229-a619-6b219112cebb,2026-08-05 10:09:05.545165+00,We already built NooneWeb3Wallet's ToolIndex page,noreply@strategicflow.tech,support@noone.io,,,strategicflow@proton.me,delivered,2026-08-05 10:09:05.848+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
7b58c641-d4e7-4eae-8a0a-b9c32fa4af5a,2026-08-05 10:09:06.57478+00,We already built Nano Banana Video's ToolIndex page,noreply@strategicflow.tech,support@nanabanana.video,,,strategicflow@proton.me,delivered,2026-08-05 10:09:06.873+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
a74a346e-5262-4bfb-9780-025c45153823,2026-08-05 10:09:07.40124+00,We already built CustomSong's ToolIndex page,noreply@strategicflow.tech,support@customsong.app,,,strategicflow@proton.me,delivered,2026-08-05 10:09:07.723+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
1099e12a-8257-462b-9112-bd5a274ae4f0,2026-08-05 10:09:08.322811+00,We already built Picoo's ToolIndex page,noreply@strategicflow.tech,support@picooai.com,,,strategicflow@proton.me,delivered,2026-08-05 10:09:08.639+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
e5dbfd38-67c1-49a9-b8bb-998472b8240c,2026-08-05 10:50:35.730342+00,We already built AI Remove Text's ToolIndex page,noreply@strategicflow.tech,support@remove-text.com,,,strategicflow@proton.me,delivered,2026-08-05 10:50:36.066+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
11cf5e93-808b-4cea-81f5-c2746056c441,2026-08-05 10:50:36.688094+00,We already built Quick Note Tab's ToolIndex page,noreply@strategicflow.tech,manajerry@yahht.com,,,strategicflow@proton.me,delivered,2026-08-05 10:50:37.027+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
d6e487dd-b3dc-445e-833f-265d87a1385e,2026-08-05 10:50:37.562361+00,We already built FastMCP's ToolIndex page,noreply@strategicflow.tech,you@email.com,,,strategicflow@proton.me,suppressed,2026-08-05 10:50:37.883+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
67f4e458-ebdb-4d5f-996f-7471a488b78c,2026-08-05 10:50:38.505799+00,We already built Postman's ToolIndex page,noreply@strategicflow.tech,info@postman.com,,,strategicflow@proton.me,delivered,2026-08-05 10:50:38.833+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
22db2bc8-9e2c-4c9a-9ad0-26e097cec86f,2026-08-05 10:50:39.424078+00,We already built Hugging Face's ToolIndex page,noreply@strategicflow.tech,press@huggingface.co,,,strategicflow@proton.me,delivered,2026-08-05 10:50:39.749+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
71586cec-2a46-4f63-8f9d-b92c7e5fc478,2026-08-05 10:50:40.326792+00,We already built Superhuman's ToolIndex page,noreply@strategicflow.tech,press@superhuman.com,,,strategicflow@proton.me,delivered,2026-08-05 10:50:40.613+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
f744b433-03d3-4671-8884-d2c93f08341c,2026-08-05 10:50:41.241437+00,We already built Granola's ToolIndex page,noreply@strategicflow.tech,hey@granola.so,,,strategicflow@proton.me,delivered,2026-08-05 10:50:41.535+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
256c2541-5b76-4f3c-83fe-dae0b7d4cd6a,2026-08-05 10:50:42.073742+00,We already built Highlight's ToolIndex page,noreply@strategicflow.tech,sales@highlight.io,,,strategicflow@proton.me,delivered,2026-08-05 10:50:42.389+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
bfd31952-4571-4361-856f-5583523972a8,2026-08-05 10:50:43.002461+00,We already built Polar's ToolIndex page,noreply@strategicflow.tech,support@polar.sh,,,strategicflow@proton.me,delivered,2026-08-05 10:50:43.321+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
b5b6e576-7497-4e7d-9798-88dd7d700d20,2026-08-05 10:50:43.847851+00,We already built Plausible's ToolIndex page,noreply@strategicflow.tech,hello@plausible.io,,,strategicflow@proton.me,delivered,2026-08-05 10:50:44.183+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
25fc8f38-1a50-4fcd-a5cb-37bcde49f1f0,2026-08-05 10:50:44.734966+00,We already built Cal.com's ToolIndex page,noreply@strategicflow.tech,support@cal.com,,,strategicflow@proton.me,delivered,2026-08-05 10:50:45.392+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
64f3d901-8331-4ef9-8ed1-72e9da39f546,2026-08-05 10:50:45.727128+00,We already built Turso's ToolIndex page,noreply@strategicflow.tech,info@turso.tech,,,strategicflow@proton.me,delivered,2026-08-05 10:50:46.524+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
51ab575e-afcb-4436-96b9-1d14b1df62b8,2026-08-05 10:50:46.535004+00,We already built Clerk's ToolIndex page,noreply@strategicflow.tech,privacy@clerk.com,,,strategicflow@proton.me,delivered,2026-08-05 10:50:46.844+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
cd9128fe-d19c-46cc-b70d-b319b76fa23d,2026-08-05 10:50:47.429241+00,We already built Upstash's ToolIndex page,noreply@strategicflow.tech,support@upstash.com,,,strategicflow@proton.me,delivered,2026-08-05 10:50:47.708+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
243c0365-cfe0-4f8e-a9b9-54f2c6bb8457,2026-08-05 10:50:48.452238+00,We already built Railway's ToolIndex page,noreply@strategicflow.tech,team@railway.com,,,strategicflow@proton.me,delivered,2026-08-05 10:50:48.766+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
a069c0ea-ae54-468f-b7ff-4d859f186e43,2026-08-05 10:50:49.379685+00,We already built Resend's ToolIndex page,noreply@strategicflow.tech,delivered@resend.dev,,,strategicflow@proton.me,delivered,2026-08-05 10:50:50.208+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
02bed198-ae69-496f-9e3c-56246d0f2d0a,2026-08-05 10:50:50.214213+00,We already built Screen Studio's ToolIndex page,noreply@strategicflow.tech,team@screen.studio,,,strategicflow@proton.me,delivered,2026-08-05 10:50:50.497+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
c37cca3e-f2ad-499d-a13a-03acb4541ebe,2026-08-05 10:50:51.013938+00,We already built Whimsical's ToolIndex page,noreply@strategicflow.tech,logo@110x20.nz0q0ogo.svg,,,strategicflow@proton.me,bounced,2026-08-05 10:50:51.317+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
bd1b98b9-1b88-4947-869e-590204f0b292,2026-08-05 10:50:52.933251+00,We already built Mobbin's ToolIndex page,noreply@strategicflow.tech,support@mobbin.com,,,strategicflow@proton.me,delivered,2026-08-05 10:50:53.239+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
51c97e44-4f9b-4ba0-83cb-73777cf0748e,2026-08-05 10:50:53.843896+00,We already built Framer's ToolIndex page,noreply@strategicflow.tech,abuse@framer.com,,,strategicflow@proton.me,delivered,2026-08-05 10:50:54.136+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
81351058-4113-4015-a9a8-c817d2bd2ca0,2026-08-05 10:50:54.773499+00,We already built Runway's ToolIndex page,noreply@strategicflow.tech,press@runwayml.com,,,strategicflow@proton.me,delivered,2026-08-05 10:50:55.075+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
a13b4374-54e2-4b89-a5f6-c8645d900468,2026-08-05 10:50:55.587704+00,We already built FleetStart Radar's ToolIndex page,noreply@strategicflow.tech,digidentai@proton.me,,,strategicflow@proton.me,delivered,2026-08-05 10:50:55.9+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
57c895c2-e94c-4143-bf9e-8f413ff09f3c,2026-08-05 10:50:56.516855+00,We already built Rollout's ToolIndex page,noreply@strategicflow.tech,support@getrollout.app,,,strategicflow@proton.me,delivered,2026-08-05 10:50:56.807+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
3e68f081-c1b3-43e1-8c13-19694ad1c40e,2026-08-05 10:50:57.403331+00,We already built LiveLingo's ToolIndex page,noreply@strategicflow.tech,hello@livelingo.io,,,strategicflow@proton.me,delivered,2026-08-05 10:50:57.698+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
2572e0f5-c708-4230-af0e-582694dbd8e8,2026-08-05 10:50:58.177126+00,We already built BrowsePad's ToolIndex page,noreply@strategicflow.tech,deepakpk009@yahoo.in,,,strategicflow@proton.me,delivered,2026-08-05 10:50:58.476+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
2e13adfb-7266-44f7-8c26-50ee7fe36efe,2026-08-05 10:56:36.635586+00,"Verify you own ""FleetStart Radar"" on Strategic Flow Directory",noreply@strategicflow.tech,digidentAI@proton.me,,,,delivered,2026-08-05 10:56:36.933+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
bdb7e148-fade-4abe-b944-186c62a7920f,2026-08-05 10:56:55.707564+00,"You've claimed ""FleetStart Radar"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,digidentAI@proton.me,,,,delivered,2026-08-05 10:56:56.025+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
124a7455-a46b-4659-9079-43da551f6e29,2026-08-05 13:05:01.532007+00,We already built RayTally's ToolIndex page,noreply@strategicflow.tech,hi@raytally.com,,,strategicflow@proton.me,delivered,2026-08-05 13:05:02.31+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
211a4393-03dc-4d20-85a1-6a40479335c3,2026-08-05 13:05:02.485961+00,We already built JobLog's ToolIndex page,noreply@strategicflow.tech,support@myjoblog.app,,,strategicflow@proton.me,delivered,2026-08-05 13:05:02.815+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
f38f1340-a216-4501-82bc-16e3c565e759,2026-08-05 13:05:03.638791+00,We already built WordSec's ToolIndex page,noreply@strategicflow.tech,info@wordsec.net,,,strategicflow@proton.me,delivered,2026-08-05 13:05:04.377+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
056a71b5-48af-47e6-a473-c9529835b580,2026-08-05 13:05:04.708406+00,We already built CaseFunders's ToolIndex page,noreply@strategicflow.tech,you@lawfirm.com,,,strategicflow@proton.me,bounced,2026-08-05 13:05:05.143+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
2957d23e-f391-4a89-8821-c4e643e2b071,2026-08-05 13:05:05.371612+00,We already built ForthWrite's ToolIndex page,noreply@strategicflow.tech,curtis@forthwrite.ai,,,strategicflow@proton.me,delivered,2026-08-05 13:05:05.675+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
c457e64a-9adb-4742-aaa0-af6bbd2655ba,2026-08-05 13:05:06.350043+00,We already built Briefix's ToolIndex page,noreply@strategicflow.tech,muneebmuhammad444@gmail.com,,,strategicflow@proton.me,delivered,2026-08-05 13:05:06.653+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
51d86d8d-9975-4b76-b156-43c903f98f90,2026-08-05 13:05:07.216055+00,We already built Strategic Flow Audit's ToolIndex page,noreply@strategicflow.tech,strategicflow@proton.me,,,strategicflow@proton.me,delivered,2026-08-05 13:05:07.535+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
ffb8e977-1dd0-4bc7-bd26-354af00015a1,2026-08-05 13:05:08.135048+00,We already built SublimeKeys's ToolIndex page,noreply@strategicflow.tech,hello@sublimearts.io,,,strategicflow@proton.me,delivered,2026-08-05 13:05:08.435+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
c9b45b63-c704-47ce-8d04-ec2d68fd6130,2026-08-05 13:05:09.052209+00,We already built TPG's ToolIndex page,noreply@strategicflow.tech,hola@jorgearrojo.dev,,,strategicflow@proton.me,delivered,2026-08-05 13:05:09.35+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
b695745f-9c14-445b-84f6-846852998b9f,2026-08-05 13:05:10.030646+00,We already built WHY Audit™'s ToolIndex page,noreply@strategicflow.tech,alex@strategicflow.tech,,,strategicflow@proton.me,delivered,2026-08-05 13:05:10.353+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
420d1c1c-5434-4cf3-8207-0db6a2b3bb0c,2026-08-05 13:05:15.253961+00,We already built InMinutes's ToolIndex page,noreply@strategicflow.tech,hello@inminutes.app,,,strategicflow@proton.me,delivered,2026-08-05 13:05:15.594+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
d788fdc7-d673-40a7-ac99-b4412af099af,2026-08-05 13:05:16.244191+00,We already built ClashPop's ToolIndex page,noreply@strategicflow.tech,info@clashpop.app,,,strategicflow@proton.me,delivered,2026-08-05 13:05:16.561+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
7906f960-a2ba-4c2f-bbe9-81d8b93ad460,2026-08-05 13:05:17.1054+00,We already built ColdCraft's ToolIndex page,noreply@strategicflow.tech,strategic@hgsstrategic.com,,,strategicflow@proton.me,delivered,2026-08-05 13:05:17.457+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
8f7840fa-3b53-43a9-8927-5f3335429485,2026-08-05 13:05:18.045273+00,We already built PetMemo's ToolIndex page,noreply@strategicflow.tech,hello@petmemo.app,,,strategicflow@proton.me,delivered,2026-08-05 13:05:18.352+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
6c1158c1-124a-46c9-80ed-35c5e71ef66f,2026-08-05 13:05:18.953357+00,We already built Camprtron's ToolIndex page,noreply@strategicflow.tech,social@camprtron.com,,,strategicflow@proton.me,delivered,2026-08-05 13:05:19.267+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
507ffc95-c474-4f23-af82-50ee419e3fe6,2026-08-05 13:05:19.779651+00,We already built AVE's ToolIndex page,noreply@strategicflow.tech,support@tinythings.app,,,strategicflow@proton.me,delivered,2026-08-05 13:05:20.551+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
6cd8ec82-fb8e-4247-a962-88cc8897fc04,2026-08-05 13:05:20.679875+00,We already built psynex's ToolIndex page,noreply@strategicflow.tech,info@psynex.de,,,strategicflow@proton.me,delivered,2026-08-05 13:05:20.967+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
f6f64320-5432-4f99-9abf-6d3860214c18,2026-08-05 13:05:21.580146+00,We already built MySudokuWorld's ToolIndex page,noreply@strategicflow.tech,mysudokuworld@gmail.com,,,strategicflow@proton.me,delivered,2026-08-05 13:05:21.898+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
e0350ac9-e797-4894-ac10-a6523aa9b003,2026-08-05 13:05:22.548821+00,We already built Hayati AI Nexus's ToolIndex page,noreply@strategicflow.tech,contact@hayatiainexus.com,,,strategicflow@proton.me,delivered,2026-08-05 13:05:22.857+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
f79b2848-badc-450a-9d81-83dbc9952053,2026-08-05 13:05:23.353646+00,We already built Unvibe's ToolIndex page,noreply@strategicflow.tech,support@unvibe.site,,,strategicflow@proton.me,delivered,2026-08-05 13:05:23.657+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
ba39db31-f25b-40c0-8e63-f7cdd3461255,2026-08-05 13:05:25.479529+00,We already built AI Photo Editor's ToolIndex page,noreply@strategicflow.tech,support@aiphotoeditor.store,,,strategicflow@proton.me,delivered,2026-08-05 13:05:25.787+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
bbf71180-257a-47cc-87f7-a26438ba46c0,2026-08-05 13:05:26.42842+00,We already built Finzen's ToolIndex page,noreply@strategicflow.tech,hi@finzen.org,,,strategicflow@proton.me,delivered,2026-08-05 13:05:26.761+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
3369a0cc-8143-4d06-b932-baac5c048bf0,2026-08-05 13:05:27.51423+00,We already built Pitchlo's ToolIndex page,noreply@strategicflow.tech,hello@pitchlo.com,,,strategicflow@proton.me,delivered,2026-08-05 13:05:27.812+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
561689f3-ac22-41c0-a60e-00711f48375f,2026-08-05 13:05:28.340072+00,We already built AppLaunchFlow's ToolIndex page,noreply@strategicflow.tech,yannick@applaunchflow.com,,,strategicflow@proton.me,delivered,2026-08-05 13:05:29.056+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
7d946b8f-b585-41a5-9382-5f88b86d0b28,2026-08-05 13:05:29.338842+00,We already built Laike AI's ToolIndex page,noreply@strategicflow.tech,footer_social_contact@laike.ai,,,strategicflow@proton.me,bounced,2026-08-05 13:05:30.085+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
cd716dba-b063-4b15-97e3-6491735856b6,2026-08-05 13:08:30.19549+00,"Verify you own ""psynex"" on Strategic Flow Directory",noreply@strategicflow.tech,info@psynex.io,,,,delivered,2026-08-05 13:08:30.523+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
43c293bb-3f07-4464-8ba2-2668bec78bcc,2026-08-05 13:08:45.52595+00,"You've claimed ""psynex"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,info@psynex.io,,,,delivered,2026-08-05 13:08:45.847+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
81016fc3-74b2-4523-9786-6dce2fb46356,2026-08-05 13:10:35.734471+00,"Verify you own ""Rollout"" on Strategic Flow Directory",noreply@strategicflow.tech,andreidrexbusiness@gmail.com,,,,delivered,2026-08-05 13:10:36.054+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
4892a83d-74cd-499a-99ad-f7146139f757,2026-08-05 13:10:59.9823+00,"You've claimed ""Rollout"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,andreidrexbusiness@gmail.com,,,,delivered,2026-08-05 13:11:00.338+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
f9e5f976-1a6f-450f-aa8d-951bc39bba24,2026-08-05 15:45:57.470601+00,"Verify you own ""ColdCraft"" on Strategic Flow Directory",noreply@strategicflow.tech,strategic@hgsstrategic.com,,,,delivered,2026-08-05 15:45:57.841+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
e59263a7-5b6c-4a21-98ca-88ecb187e8cc,2026-08-05 15:46:24.075554+00,"You've claimed ""ColdCraft"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,strategic@hgsstrategic.com,,,,delivered,2026-08-05 15:46:24.4+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
6aadced4-697a-4998-b77a-29c8da8be413,2026-08-05 17:05:47.227613+00,"Verify you own ""ForthWrite"" on Strategic Flow Directory",noreply@strategicflow.tech,curtis@forthwrite.ai,,,,delivered,2026-08-05 17:05:47.548+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
be5d2c41-3272-4f70-8005-ae005e975877,2026-08-05 17:06:02.140702+00,"You've claimed ""ForthWrite"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,curtis@forthwrite.ai,,,,delivered,2026-08-05 17:06:02.584+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
03b4324e-4fcf-4c07-a427-8c0ed90a8d88,2026-08-05 23:03:52.058787+00,We already built GPTIMG2 AI's ToolIndex page,noreply@strategicflow.tech,support@gptimg2.ai,,,strategicflow@proton.me,delivered,2026-08-05 23:03:52.367+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
4487b9ce-2bd0-4476-81cc-37413bad1c96,2026-08-05 23:03:53.00127+00,We already built Maton's ToolIndex page,noreply@strategicflow.tech,support@maton.ai,,,strategicflow@proton.me,delivered,2026-08-05 23:03:53.324+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
a0196cc6-16e4-4a56-936d-b2a4f21e342a,2026-08-05 23:03:53.906058+00,We already built AvenChat Gemma 4's ToolIndex page,noreply@strategicflow.tech,hi@avenchat.com,,,strategicflow@proton.me,delivered,2026-08-05 23:03:54.221+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
a32b8567-584b-4b6f-bb75-fd4e3b1aa2e1,2026-08-05 23:03:54.805967+00,We already built Instagram Comments Scraper's ToolIndex page,noreply@strategicflow.tech,hello@gmail.com,,,strategicflow@proton.me,suppressed,2026-08-05 23:03:55.123+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
f5f425e1-727a-488a-b762-f40b4e9e4b68,2026-08-05 23:03:55.764937+00,We already built Our Token's ToolIndex page,noreply@strategicflow.tech,hello@ourtoken.ai,,,strategicflow@proton.me,delivered,2026-08-05 23:03:56.082+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
071781f7-0f86-4006-bf36-55c351e7d353,2026-08-05 23:03:56.71664+00,We already built Welkome's ToolIndex page,noreply@strategicflow.tech,hello@welkome.app,,,strategicflow@proton.me,bounced,2026-08-05 23:03:57.049+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
dd3d9a4b-68ea-4227-bd45-c8b7f7e6a4d3,2026-08-05 23:03:57.589509+00,We already built Davinci Resolve's ToolIndex page,noreply@strategicflow.tech,gf-icn-facebook@2x.png,,,strategicflow@proton.me,bounced,2026-08-05 23:03:57.9+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
97e78d88-dfd0-41da-91f7-4d3431b2ea90,2026-08-05 23:03:58.491282+00,We already built Remove Watermark Sora 2's ToolIndex page,noreply@strategicflow.tech,support@nanophoto.ai,,,strategicflow@proton.me,delivered,2026-08-05 23:03:58.839+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
12b2a48a-a272-47ea-bc8d-af76e793f171,2026-08-05 23:03:59.417832+00,We already built MCP Playground Online's ToolIndex page,noreply@strategicflow.tech,hello@mcpplaygroundonline.com,,,strategicflow@proton.me,delivered,2026-08-05 23:03:59.723+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
80214c1c-56a5-4c0b-86b2-fc6996686de9,2026-08-05 23:04:00.403354+00,We already built ATS Checker's ToolIndex page,noreply@strategicflow.tech,support@atschecker.app,,,strategicflow@proton.me,delivered,2026-08-05 23:04:00.729+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
e2b7b075-a8e1-43c8-b819-40d6e8b55540,2026-08-05 23:04:01.355644+00,We already built Sweep Weasel's ToolIndex page,noreply@strategicflow.tech,slimeandspin@gmail.com,,,strategicflow@proton.me,delivered,2026-08-05 23:04:01.681+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
d249bb0b-aba9-4d32-aa38-6c498f77793f,2026-08-05 23:04:02.277697+00,We already built Needle's ToolIndex page,noreply@strategicflow.tech,julian@needle.so,,,strategicflow@proton.me,delivered,2026-08-05 23:04:02.592+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
58196f55-ea2e-447e-a2e5-eedd9170c6c4,2026-08-06 08:16:21.901146+00,"Verify you own ""MySudokuWorld"" on Strategic Flow Directory",noreply@strategicflow.tech,mysudokuworld@gmail.com,,,,delivered,2026-08-06 08:16:22.235+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
0266f9e7-533f-4bf2-a329-9ba72929b810,2026-08-06 08:16:47.461265+00,"You've claimed ""MySudokuWorld"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,mysudokuworld@gmail.com,,,,delivered,2026-08-06 08:16:47.752+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
fcc0147e-7ef4-42c6-8739-bbf698091594,2026-08-06 08:50:27.89719+00,"Verify you own ""SublimeKeys"" on Strategic Flow Directory",noreply@strategicflow.tech,hello@sublimearts.io,,,,delivered,2026-08-06 08:50:28.218+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
742868b0-20d4-4680-a97a-91350d299723,2026-08-06 08:50:58.611646+00,"You've claimed ""SublimeKeys"" on Strategic Flow Directory ✓",noreply@strategicflow.tech,hello@sublimearts.io,,,,delivered,2026-08-06 08:50:58.925+00,,24236843-a459-40f7-87b4-5e3de9e4497a,
