listing_id,company_name,email,listing_status,contact_email_status,claim_state,outreach_emailed_at_utc,follow_up_sent_at_utc,follow_up2_sent_at_utc,send_state,contact_email_source
"576","PDFuck","support@mksaas.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:33.497","","sent_marker","https://pdfuck.com/about"
"578","Synplex","info@synplex.dev","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:33.078","","sent_marker","https://synplex.dev/"
"579","SongLyricsLab","support@songlyricslab.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:32.663","","sent_marker","https://songlyricslab.com?utm_source=turbo0"
"580","Imposter Game Generator","support@pdfbolt.com","active","excluded","unclaimed","","","","prepared_not_marked","manual_research"
"581","ShipFast","hello@shipfa.st","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:48.900","","sent_marker","https://shipfa.st/"
"584","Cohere","support@cohere.com","active","found","unclaimed","2026-08-14 13:39:53.059","","","sent_marker","https://cohere.ai"
"593","DigitalOcean","recops@digitalocean.com","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://digitalocean.com/company"
"603","Sora2 AI","support@sora-2.run","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:31.836","","sent_marker","https://sora-2.run"
"605","Sora Invite Code","hello@demodesk.com","active","found","unclaimed","2026-08-26 17:21:37.118","","","sent_marker","manual_research"
"606","Greenmor Mail","support@greenmormail.com","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://greenmormail.com"
"609","Chronoid","support@appscreens.com","active","excluded","unclaimed","","","","prepared_not_marked","manual_research"
"610","SEO Mode","mehrab@seomode.co","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:31.432","","sent_marker","https://seomode.co"
"614","DocuGenerate","support@docugenerate.com","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://www.docugenerate.com"
"617","Vehla","kailaconsulting@outlook.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:57.659","","sent_marker","https://vehla.app/contact"
"619","Scrollmark","sales@scrollmark.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:28:08.838","","sent_marker","https://www.scrollmark.com/privacy-policy"
"621","Growth Roles","hello@growthroles.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:28:09.252","","sent_marker","https://www.growthroles.com/about"
"624","SEO Rank Tracker","support@seoranktracker.solutions","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://seoranktracker.solutions"
"625","YacDaddy","james@yacdaddy.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:31.024","","sent_marker","https://yacdaddy.com"
"626","Fokal","hello@fokal.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:30.619","","sent_marker","https://www.fokal.com"
"627","MygomSEO","info@mygom.tech","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:44.434","","sent_marker","https://mygomseo.com/contact"
"628","ClickTerm","sales@clickterm.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:30.219","","sent_marker","https://clickterm.com"
"630","DATA HIT","hello@datahit.co","active","found","unclaimed","2026-08-14 13:51:56.598","2026-08-24 08:00:03.875","","sent_marker","https://tools.datahit.co/help"
"631","Seline Analytics","kostya@seline.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:29.806","","sent_marker","https://seline.com"
"633","Seedream 5.0","support@seedream5-ai.org","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:29.407","","sent_marker","https://seedream5-ai.org"
"635","AIThumbnail.so","sacha@aithumbnail.so","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:29.008","","sent_marker","https://aithumbnail.so"
"637","MyOG","hboon@myog.social","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:28.605","","sent_marker","https://myog.social/contact"
"639","HiFun AI","support@hifun.ai","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:28.182","","sent_marker","https://hifun.ai"
"640","Image Prompts","hello@imageprompts.co","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:27.768","","sent_marker","https://imageprompts.co"
"642","Tweetboost Gif Download","peter@tweetboost.ai","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:27.365","","sent_marker","https://tweetboost.ai/twitter-gif-downloader"
"644","Krea 2 Image","support@krea2.co","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:26.967","","sent_marker","https://krea2.co"
"646","Webleadr","amin@webleadr.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:26.564","","sent_marker","https://webleadr.com"
"647","ArrayCat","jouni@arraycat.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:26.166","","sent_marker","https://arraycat.com"
"648","FeaturePulse","alexnsbmr@gmail.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:25.757","","sent_marker","https://featurepul.se"
"649","feedback.tools","support@feedback.tools","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:25.363","","sent_marker","https://feedback.tools"
"650","Hoverify","hello@tryhoverify.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:24.959","","sent_marker","https://tryhoverify.com"
"653","Shipixen","support@shipixen.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:24.536","","sent_marker","https://shipixen.com"
"654","Proxied - 5g Proxies","support@proxied.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:23.986","","sent_marker","https://proxied.com"
"656","ModelsLab","support@modelslab.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:23.582","","sent_marker","https://modelslab.com"
"657","PDFBolt","support@pdfbolt.com","active","excluded","unclaimed","","","","prepared_not_marked","manual_research"
"658","SocialKit","jonathan@socialkit.dev","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:23.181","","sent_marker","https://www.socialkit.dev/contact"
"662","Magic Listing AI","support@insightagent.app","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:22.783","","sent_marker","https://www.insightagent.app/magic-listing"
"664","schemawriter.ai","info@seodanmark.dk","active","found","unclaimed","2026-08-14 13:51:56.997","2026-08-24 08:00:04.389","","sent_marker","https://schemawriter.ai/legal/privacy"
"665","The SEO Agent","jeremy@theseoagent.ai","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:22.372","","sent_marker","https://www.theseoagent.ai/contact"
"666","URL2Pin","hello@url2pin.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:20.763","","sent_marker","https://url2pin.com/contact"
"668","CheckViral","support@checkviral.ai","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://checkviral.ai"
"669","Ruby Chat - AI Roleplay","support@rubychat.app","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:20.359","","sent_marker","https://rubychat.app/contact"
"674","CreatOK","support@creatok.ai","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://www.creatok.ai"
"675","Mentionkit","shash@mentionkit.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:28:02.603","","sent_marker","https://mentionkit.com/support"
"677","Harmony AI","hello@useharmony.com","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://harmony.com.ai/contact"
"678","RapidPhish","hello@rapidphish.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:28:08.411","","sent_marker","https://rapidphish.com/contact"
"681","MailSynth","support@mailsynth.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:19.802","","sent_marker","https://www.mailsynth.com"
"682","Demodesk","hello@demodesk.com","active","found","unclaimed","2026-08-26 17:21:37.438","","","sent_marker","manual_research"
"685","CertPilot","alex@certpilot.app","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:56.829","","sent_marker","https://certpilot.app"
"686","AppScreens","support@appscreens.com","active","excluded","unclaimed","","","","prepared_not_marked","manual_research"
"687","DPP Hero","hello@dpphero.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:50.536","","sent_marker","https://dpphero.com"
"688","GenPPT","hello@genppt.ai","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:28:03.837","","sent_marker","https://genppt.ai"
"691","SocialRails","contact@socialrails.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:28:07.140","","sent_marker","https://socialrails.com"
"692","LinkPilot","gheorghecostin221@gmail.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:28:07.552","","sent_marker","https://link-pilot.com"
"695","Noodle Seed","hello@noodleseed.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:55.572","","sent_marker","https://noodleseed.com/contact"
"696","No Code Website Builder","vlad@nocodewebsitebuilder.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:55.985","","sent_marker","https://nocodewebsitebuilder.com/contact"
"697","Supersparks","hello@supersparks.io","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:49.310","","sent_marker","https://www.supersparks.io"
"704","Ecommerce Leads","diogo@getecommerceleads.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:18.980","","sent_marker","https://getecommerceleads.com?utm_campaign=twelvetools"
"706","Blix","info@blix.ai","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:18.546","","sent_marker","https://blix.ai"
"708","Qria","hello@qria.io","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:18.146","","sent_marker","https://qria.io"
"712","UndetectedGPT","contact@undetectedgpt.ai","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:38:17.715","","sent_marker","https://www.undetectedgpt.ai"
"714","Rierino CMS","hello@rierino.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:28:05.471","","sent_marker","https://rierino.com/privacy-policy"
"716","Cited","support@cited.so","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://cited.so/privacy-policy"
"719","Hyper Notepad","hello@hypernotepad.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:54.291","","sent_marker","https://hypernotepad.com/contact"
"720","Conference Database","support@conferencedatabase.com","active","found","unclaimed","2026-08-24 00:13:32.296","","","sent_marker","https://conferencedatabase.com"
"724","Pikkovia","pikkoviahelp@gmail.com","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:28:00.917","","sent_marker","https://pikkovia.com/contact"
"2446","AgentSky","support@agentsky.dev","active","pending","unclaimed","2026-08-24 00:13:32.296","","","sent_marker",""
"2447","Murmell","hello@murmell.com","active","pending","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:52.160","","sent_marker",""
"2448","Snapdown","broden@snapdown.com.au","active","pending","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:53.477","","sent_marker",""
"2449","Ctruh Studio","hello@ctruh.com","active","pending","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:53.069","","sent_marker",""
"2450","Airtop (Mark)","support@airtop.ai","active","pending","unclaimed","2026-08-24 00:13:32.296","","","sent_marker",""
"2509","Open Minis","dev@openminis.me","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:56.396","","sent_marker","https://openminis.app/"
"2510","The Garden of Mind","hello@toshilabs.be","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:27:51.752","","sent_marker","https://thegardenofmind.com/privacy"
"4098","MarsX","john@marsx.dev","draft","pending","unclaimed","2026-08-05 09:47:03.165","2026-08-14 13:38:17.309","","sent_marker",""
"4099","TonaAI","support@tonaai.com","draft","pending","unclaimed","2026-08-24 00:13:32.296","","","sent_marker",""
"4100","ToolZack","support@toolzack.net","draft","pending","unclaimed","2026-08-05 10:08:53.236","2026-08-14 13:38:32.240","","sent_marker",""
"4101","LangSync App","contact@langsync.app","draft","pending","unclaimed","2026-08-06 11:00:06.413","2026-08-14 13:39:03.557","","sent_marker",""
"4154","UCP Radar","support@ucpradar.com","draft","found","unclaimed","2026-08-06 10:48:01.522","2026-08-14 13:39:00.969","","sent_marker","https://ucpradar.com/"
"4155","Aveiro","support@aveiro.app","draft","found","unclaimed","2026-08-06 10:48:12.173","2026-08-14 13:39:01.374","","sent_marker","https://aveiro.app/"
"4156","Chute","hi@jacksonfall.com","draft","found","unclaimed","2026-08-06 10:48:14.958","2026-08-14 13:39:01.797","","sent_marker","https://chute.fyi/"
"4157","NextDoor.Company","sankalp@nextdoor.company","draft","found","unclaimed","2026-08-06 10:48:30.924","2026-08-14 13:39:02.207","","sent_marker","https://www.nextdoor.company/terms"
"4158","MOTHER","hello@coastcreative.studio","draft","found","unclaimed","2026-08-06 10:48:33.395","2026-08-14 13:39:02.761","","sent_marker","https://coastcreative.studio/apps/mother"
"4159","Glasp MCP Connector","hi@glasp.co","draft","found","unclaimed","2026-08-06 10:48:38.490","2026-08-14 13:39:03.159","","sent_marker","https://glasp.co/support"
"4262","Driven","community@driven.ai","draft","found","unclaimed","2026-08-06 11:53:40.503","2026-08-14 13:39:03.990","","sent_marker","https://driven.ai"
"4263","Atlaso","support@atlaso.ai","draft","found","unclaimed","2026-08-06 11:53:43.833","2026-08-14 13:39:04.393","","sent_marker","https://www.atlaso.ai/contact"
"4519","Hey Noah","hello@heynoah.io","active","found","unclaimed","2026-08-24 00:13:32.296","2026-08-14 13:39:04.797","","sent_marker","site"
"4783","Coldtea.ai","hello@coldtea.ai","draft","pending","unclaimed","","","","prepared_not_marked",""
"4784","Soloop","admin@soloop.io","draft","found","unclaimed","2026-08-12 14:44:33.792","","","sent_marker",""
"4785","DataBlur","support@datablur.app","draft","found","unclaimed","2026-08-12 14:44:33.050","","","sent_marker",""
"4788","StepShot","hello@stepshot.app","draft","pending","unclaimed","","","","prepared_not_marked",""
"4789","Troopr","hello@troopr.io","draft","pending","unclaimed","2026-08-24 00:13:32.296","2026-08-26 17:28:03.007","","sent_marker",""
"7743","Techietribe AI","info@thetechietribe.com","draft","pending","unclaimed","","","","prepared_not_marked",""
"8612","LiftOff","contact@lift-off.sh","draft","found","unclaimed","","","","prepared_not_marked","manual"
